,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,E13,E14,E15,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15
E10,-0.14411705078364476,0.14940769534934176,0.09114945986691576,0.40204466122910254,0.13664633729156783,0.4402113585706435,-0.008251610720339938,-0.018467930696505642,-0.040819935612081214,0.2561227629534135,-0.08482513133654906,0.30663380437784593,0.21521553287240602,0.36818791830737807,0.07888447099584339,0.3161287906828895,-0.18798975404635895,-0.4403903433474597,0.27030499779535894,0.2593899305173973,0.19203937652820136,0.5186378916640436,0.09028726600073671,0.2331849758419425,1.0,0.27560643658572154,0.4398037313220629,0.07749491315315862,0.47214561500275787,0.4715282267485892,0.15240140937164312,0.18049919592054087,0.03535564289818911,0.23725868725868723,0.279459592595114,0.5146890829972741,0.38846005542987655,-0.02099503921207302,0.3566990957104109,0.22136353557447686,0.2654470069947011,0.24124200900178752,0.34295336217643557,0.4246261125169582,0.40387935689758686,0.24703685505197856,0.41846363273666337,0.17484608540300503,0.148195235448552,0.16660377660615402,0.11764406603371827,0.30549903104258574,0.24172006008176244,0.4646937315830113,0.2434107823793029,0.24372463394443394,0.2907009925513833,0.4265972467109221,0.4102814960208012,0.3172836034339104
E11,-0.02811056885999737,0.013934473942512503,0.43524043109360877,0.01785880390945631,0.061144681868750564,0.20254068053782992,0.1197473565781792,-0.11388090177508653,-0.04232938971995073,0.25098366644617165,0.2386407695814715,0.12617925448837478,0.2143993384359733,-0.023865120311235968,-0.0011151792985974684,0.09339245290208069,-0.20196046821909763,-0.2793461234989542,-0.13494663131515805,0.16522996834278314,-0.004280172920762223,0.31539275981807596,0.3142639888592853,0.21938772869479573,0.27560643658572154,1.0,0.35097969597677847,0.1369880625895742,0.3283627841829883,0.4199126809727567,0.16314706369404955,0.22084417325241756,0.07871129157939363,0.10951490087432629,0.24351044824204535,0.22379117241941815,0.2857086399144019,0.28110721018893553,0.26814371352965366,0.28601191741151,0.37027992249994407,0.3167146828114013,0.14544253579339966,0.21000629721530537,0.060301565000143775,0.16568402299339186,0.2944882965590932,0.13808311917830743,0.1872228912058506,0.2539808675730149,0.22023117325291136,0.5312190306088781,0.41097764342428,0.4127286587034987,0.2627193921568633,0.08058314459252885,0.17827475253007077,0.12611978915103314,0.3243747263026443,0.25940824542923946
E12,0.22423270255036742,0.5312786652887105,0.10103861303785332,0.33422441570423295,0.1357408359517339,0.4583065726198032,0.01335946942334144,0.15834658008786787,0.031047546676299925,0.14168349172877845,0.15768029604034858,0.10491102337752434,0.05168711641811979,0.08736631291637204,0.06021672041688843,0.14796842364092816,0.010413707430050333,-0.27715409864002777,0.19886110542861352,0.03360068414752404,0.07287737001397912,0.3880882108108541,0.24057229572565805,0.14954547276722943,0.4398037313220629,0.35097969597677847,1.0,0.15745032897587855,0.4398037313220628,0.3193734642252701,0.1809524910923673,0.11783493582605119,0.21510193854662868,0.25941722629250596,0.015072890834688471,0.22679076246873664,0.30953141083288654,0.1293898693861344,0.261480570632253,0.15406577730392867,0.15467848487172492,0.22152989012284616,0.3053638694612012,0.33205972803094924,0.21528094944422996,0.0686670157808901,0.30737798568872376,0.33572358676223657,0.10473019744234778,0.19570735414271126,0.15014903502100463,0.3402819003815993,0.2555059511412738,0.2687723368033222,0.24410916273238287,0.20060994322767717,0.23732330876042082,0.09656308403955785,0.3645195963520381,0.2595400364426683
E13,0.09128586999062802,0.020762698849802506,-0.08889316470279299,0.017642247631026592,-0.06022223596783159,-0.10946726774139802,-0.00549028263418603,0.18923015748187832,0.1405307310479041,0.04589141183571483,0.18358735031290202,-0.12062326991976467,0.07001956152999612,-0.11821433236181254,-0.10554140462577125,0.18958886047917614,-0.039762251092946115,0.04397691189952135,-0.045731091449939906,0.13350264456557082,0.2258035175033091,0.11868157969136409,0.1421221456987315,0.27354225534599297,0.07749491315315862,0.1369880625895742,0.15745032897587855,1.0,0.05949746064491138,0.09738811588786375,0.20837554710381176,0.28343550288357616,-0.0072792595135741985,0.12448793140837366,-0.022819818638171657,-0.050165040919148605,0.1472981804442953,0.24758712778621375,0.1138542882849953,0.1807050988953011,0.08215060359730515,0.09652341781316807,-0.026104980469965795,0.11385197711672282,0.08851260521085752,-0.17221249774726935,-0.08943199353484113,-0.004336062780344613,0.034063097256784816,-0.10056813906582122,0.1736869627284115,0.18919483414699087,0.19488167433399803,0.061955550145705925,0.07835759189504332,0.02651115135161887,0.07339310997060346,-0.10235542177780528,0.06864931110028391,0.03706326793808004
E14,0.04125931695822088,0.29977559439630125,0.23577326952242209,0.36278777511582305,0.13664633729156778,0.4964498140708579,0.03960773145763187,0.0578898596832773,0.15420864564564027,0.18046001124900957,0.16819697545935788,0.1731967029155069,0.046172974704164725,0.03246437924259063,0.05313258997084199,0.11389934370192344,0.02092586678253267,-0.11355547821871295,0.11305157354602245,0.12668456182558907,0.19203937652820138,0.4294208939877769,0.15675693700727011,0.02634581779277229,0.47214561500275787,0.3283627841829883,0.4398037313220628,0.05949746064491138,1.0,0.6041812767958883,0.1710716674997932,0.32296983141024194,0.13147879702764068,0.338030888030888,0.1104237787658562,0.3090025868063561,0.3334050136277645,-0.02099503921207302,0.3263111072656027,0.3143890587702481,0.3206295389147463,0.20308794124223079,0.20428438072322153,0.2699696679120744,0.32608848412447955,0.07830275590968411,0.41721957296554657,0.2286634711872069,0.11039038283776414,0.19546249929895726,0.10089139974627666,0.29265298409380097,0.22523102196364164,0.4547221538442628,0.22424524089421796,0.13080216850593052,0.2927003784050014,0.14526590888162172,0.29280691094435285,0.27662992034457395
E15,-0.12771050007169665,0.059457573838531085,0.16761695496977572,0.16745830126209982,0.11516484913648366,0.26357362170766474,0.0038017475307070476,-0.11077549004890311,0.09019588736413037,0.06791678552112689,0.13570868449537343,0.10226970274192518,0.03351284134513944,0.0747275887617288,0.07961536433522329,0.12822206667443095,-0.1861054443030178,-0.15530238837177976,0.09720704433038416,0.189915747389161,0.0966703749759043,0.3536426998441075,0.330249169365707,0.08414900918923386,0.4715282267485892,0.4199126809727567,0.3193734642252701,0.09738811588786375,0.6041812767958883,1.0,0.2003420553163912,0.08701727802059349,0.14904738949255736,0.17957716056690412,0.1481501226932562,0.2777609885120809,0.43444677776971896,0.2299291875933482,0.3177608988234724,0.2242872552285669,0.33533555699339196,0.15387226397732223,0.05140467930733446,0.23014446713303233,0.29805329090679433,0.24190343197895298,0.40323963975331445,0.2544569805332936,0.14796501493209674,0.3004756049172715,0.21350694509956694,0.2722984535550905,0.2589145412334894,0.34669023333972276,0.132667477667725,0.25587874433535013,0.28060013632169395,0.17174134053517653,0.4134574092958926,0.3817709867538329
S01,0.008647112746598927,0.11797970701063763,0.01822172189097766,0.11101522863678526,-0.02059527490975925,0.02495081346614017,0.18532884407134617,-0.016743174061338517,0.010845510483994765,0.11520361886112794,0.20768783845774963,0.218892025414227,0.07979909363568687,0.13668656414158017,-0.1097056460246638,0.04197096334395361,-0.004320310414654164,-0.0078106477411777,-0.0770031373819217,-0.07525732080702154,0.020112546253757344,0.2725808640842252,0.2426237397077365,0.25139114464817114,0.15240140937164312,0.16314706369404955,0.1809524910923673,0.20837554710381176,0.1710716674997932,0.2003420553163912,1.0,0.3180822067749559,0.545676519134437,0.22629746078572993,0.12985686389030954,0.08803562030965786,0.25702890843348686,0.29705745040644066,0.24949874151769896,0.14940697888183477,0.09901039663749905,0.2901046896165919,0.10011364830701798,0.4488344070705551,0.39225960222705286,0.20340357979990042,0.19612830259027422,0.16386396054905997,0.08466110804995026,0.015785578241452058,0.13572918447453614,0.1540579174066042,0.12217432505299719,0.17426685029037203,0.1386460850276048,0.21238285615542973,0.158295069117923,0.13973114680853999,0.11374001198552582,0.11964916458817677
S02,-0.0034506236447549086,0.003547666607837738,0.2605029523835239,0.08931188371061867,-0.04095451800799661,0.07292923229895497,0.19889296864766406,-0.05044765248903759,0.23960767804362415,0.2567717954604966,0.06390627599357764,0.08701794526010506,0.014581957732274544,0.07121359897008342,-0.07720261131279112,0.2244655680103039,0.027046615412786586,-0.0019152557102137537,-0.046075335112361816,0.14118040429566253,-0.010734177089512884,0.23815648636905118,0.0862403093872985,0.34131095517063603,0.18049919592054087,0.22084417325241756,0.11783493582605119,0.28343550288357616,0.32296983141024194,0.08701727802059349,0.3180822067749559,1.0,0.2879368539997675,0.38885567701793117,0.03439739083903329,0.386370476307073,0.1069059903045179,0.2752038344335432,0.3793661540298325,0.2068448938856898,0.14060897654023224,0.3515983089866451,0.2394147599024189,0.22223657525287646,0.4001301390379165,-0.0864645152747237,0.17205288940270538,0.19766807304112405,0.22061365368623823,0.3086461281972888,0.07035001083942458,0.30868884756195514,0.21360592708278847,0.25746505900312955,0.4188486432501,0.09601755048206483,0.26657583721761374,0.08669032256444224,0.18556763381401642,0.14329088805974377
S03,0.023280925736551702,0.08663000120109982,-0.046316597871397594,0.16106859103688262,0.04022330520277488,0.07872710401235528,0.14369168193194246,0.0536292067765217,0.015871037448312586,0.07229654452198941,0.23318881557768525,0.24888151568137568,0.16206505259264653,0.09517173317886826,-0.036520873378912515,0.03826550519905203,-0.17096631921595673,-0.01573442372625717,0.10256334745818178,-0.029733039815067433,-0.11582813296232396,0.25245664075899704,-0.05835661747607925,0.20251776337002023,0.03535564289818911,0.07871129157939363,0.21510193854662868,-0.0072792595135741985,0.13147879702764068,0.14904738949255736,0.545676519134437,0.2879368539997675,1.0,0.27672419750876376,0.010378504382828961,0.21443689507168082,0.07757935693667059,0.10444669341112875,0.29197644077047014,0.2224891021156409,0.07318320388170335,0.26474893606553973,0.3688705142368026,0.23658134807418327,0.3167209521375769,0.2728523040724729,0.08232824322280494,0.3607375889588605,0.11514916583728615,0.22695390454900277,0.17931965860416885,0.1514305753029047,0.1514481852449457,0.003816264142117621,0.25362137525005374,0.35227465888808995,0.10943852702337518,0.08587551433881428,0.005928934803752842,0.20179429568570398
S04,-0.20135708909892297,0.07837182579957112,0.15224792502128395,0.11418339116052115,-0.05570004663378845,0.3583747095324005,0.003465676502542784,0.0338415231866929,0.01884324231636191,0.19344008675692018,0.2521124320759311,0.3075966712684575,0.024634778805476126,0.18275135636275638,-0.0797719680449862,0.11345558002516269,0.0636352178386854,-0.19495682628917982,0.11329805226741634,0.07840546847187149,0.20441376447871235,0.20476326449435073,0.0018514353892212032,0.11919229444418272,0.23725868725868723,0.10951490087432629,0.25941722629250596,0.12448793140837366,0.338030888030888,0.17957716056690412,0.22629746078572993,0.38885567701793117,0.27672419750876376,1.0,0.21262244321894763,0.3155987399600649,0.2590917728463647,0.12898840241100235,0.394882404423493,0.3375861966564891,0.03529779196954626,0.31758310469426554,0.2679605394480019,0.43883514125678824,0.17402952155438337,0.02485412130965878,0.21584557171695035,0.23492386895936987,0.17001029402232504,0.37807989618541354,-0.0029250271297524607,0.3079344587590116,0.16531831062314412,0.42476408546614053,0.2842827291665543,0.08955569043499197,0.21709603447899556,0.2817270365486368,0.29329423004270655,0.29358734186739865
S05,-0.1412440156749826,-0.005186295182246251,0.1482661253868968,0.014305280740323983,0.2316221883555825,0.05768511333919983,-0.02583708353371652,0.12954425105018344,-0.1339552541837215,0.4638673879654644,0.31715797858652206,0.38939367391054047,0.20690520286824457,0.24239604621747163,0.04530713430785909,-0.015135553833739162,0.03242541380844323,-0.22957677858940162,-0.06752929929136345,0.17460644093716932,-0.06400868987898548,0.11950742607470397,0.025488347366709477,0.1050856232163807,0.279459592595114,0.24351044824204535,0.015072890834688471,-0.022819818638171657,0.1104237787658562,0.1481501226932562,0.12985686389030954,0.03439739083903329,0.010378504382828961,0.21262244321894763,1.0,0.20542546225454061,0.33519639735231205,0.16461636031795152,0.272606076006517,0.09778024140774094,0.15081461290643033,0.25657998726777603,0.14816255473774465,0.28556558793920617,0.10314478889716644,0.16068682539462548,0.13442518421154456,0.08292112696872468,0.22665455690481845,0.17119239033040448,0.20898073355422825,0.0860835681666884,0.10809100073376396,0.29332465872032265,0.1940877537322625,0.16131478169340846,0.2632530904997343,0.29962979790834365,0.14810515775757335,0.20459511690160623
S06,-0.08817617974123694,0.07474179951070574,0.031776003150504877,0.15086049548134234,0.1514273546065038,0.19229054681808372,0.16364067960082754,0.11272416266272998,0.013757196597665522,0.20670394302330578,0.07513233075409977,0.21577991309269262,0.26756189185063933,0.29646184742740767,0.03470082359356329,0.30035254066666517,-0.08351919284849502,-0.2923336690921919,0.3082121949415388,0.3509975501077333,0.12434031426020803,0.4175767295816575,0.13009348850580674,0.0680728929395416,0.5146890829972741,0.22379117241941815,0.22679076246873664,-0.050165040919148605,0.3090025868063561,0.2777609885120809,0.08803562030965786,0.386370476307073,0.21443689507168082,0.3155987399600649,0.20542546225454061,1.0,0.3170541363219405,0.05388478578276493,0.49303081736134274,0.27174648819470293,0.19493322050761297,0.22604228751512112,0.25779208362858647,0.2742296281957243,0.31108886167552824,0.3067559119021789,0.4014367216456966,0.18978652092578968,0.2786448753924378,0.44021013910161105,0.15152900907976322,0.36558244813913143,0.394170432364829,0.4008054248955711,0.5003474580286925,0.47360587443450075,0.3161794137735687,0.4168682283044121,0.3420558602710883,0.1801268419188378
S07,0.02645416075282288,0.1797211250592523,0.07638635425017791,0.126242662787628,0.33916859424079004,0.37860587302509,0.27226400289510877,0.11332777484867844,0.006666545956639303,0.15283882339323973,0.12215465452314961,0.16945929074732288,-0.07353628525872787,0.14452590359412287,0.10071768029746697,0.3004665126473608,-0.20688271287789226,-0.18137394734121792,0.026402160669648195,0.15864606974032605,0.20947206767976956,0.2139254169190753,0.1795622257375136,0.13234780759714543,0.38846005542987655,0.2857086399144019,0.30953141083288654,0.1472981804442953,0.3334050136277645,0.43444677776971896,0.25702890843348686,0.1069059903045179,0.07757935693667059,0.2590917728463647,0.33519639735231205,0.3170541363219405,1.0,0.07464808636792511,0.4961555505976747,0.23602236151031528,0.3134433965386191,0.26473324556275285,0.26858311453894673,0.3836445644919242,0.3934592944932425,0.4031283450864792,0.4773074850624721,0.23518161280882766,0.39479880246501164,0.32752322157253483,0.25853613820656574,0.2741292569715109,0.2672689355657636,0.44041006847504477,0.32431803886298366,0.31253507951402326,0.4119648765436751,0.3737777035015489,0.44609406270773383,0.31156447022457073
S08,0.0036772474800726485,0.03669491267546026,0.15081286410376432,-0.15914922192487904,-0.0351355014938799,-0.1371832472207056,0.20460616508878568,0.04985821082383077,0.24383279695125493,0.10853187998119186,0.216628140602778,0.06362782615079886,0.16550973413812392,0.05330898552347168,-0.029571640055546786,0.056374312690921524,0.05138010260743091,-0.11938102850275943,0.009333435965396545,0.1090582344687353,0.025440889590559033,0.0948207764342407,0.1892809255099655,0.28967760490548733,-0.02099503921207302,0.28110721018893553,0.1293898693861344,0.24758712778621375,-0.02099503921207302,0.2299291875933482,0.29705745040644066,0.2752038344335432,0.10444669341112875,0.12898840241100235,0.16461636031795152,0.05388478578276493,0.07464808636792511,1.0,0.306546018325248,0.09737074937110166,0.09447983557854621,0.2852195963573421,-0.03417780785633833,0.24681796734927422,0.1147859613692608,0.05837119358374296,0.08178704291329775,0.08508063563603122,0.013215727024035645,0.170393806295945,-0.017289112308420406,0.22256966005660941,0.12882559143323194,0.03586255144100226,0.15507122165605108,0.04299798033895379,0.06623565653347464,-0.006943774745378877,0.21575422153480142,0.17948957088600528
S09,-0.04019124122486866,0.11502701113128665,0.14328360958815184,0.17709870619898851,0.12930876974662545,0.1639971346975065,0.2679006292899907,0.10412187077321254,0.10072659303317584,0.19213544766053028,0.3258991677072729,0.17289223674744225,0.035231587828681535,0.2335533230110918,0.10583972094359675,0.20028286729620076,-0.16948422232530078,-0.2572351701865045,0.17465942029724368,0.22397681168852845,0.09034662838111633,0.36122189164987245,0.11441371061608474,0.1534571875684419,0.3566990957104109,0.26814371352965366,0.261480570632253,0.1138542882849953,0.3263111072656027,0.3177608988234724,0.24949874151769896,0.3793661540298325,0.29197644077047014,0.394882404423493,0.272606076006517,0.49303081736134274,0.4961555505976747,0.306546018325248,1.0,0.29059492084451627,0.44671614626407025,0.3631045997207995,0.4198841470336125,0.5244144490415517,0.3616866955994107,0.24507289318615044,0.34414905655916417,0.4296047844155081,0.3864133653247542,0.28924732077132204,0.27517153318368154,0.31973676564496284,0.27537592810446404,0.48741155430850835,0.4130200878525576,0.36970594585276656,0.3664304878356129,0.4161879042558337,0.4713928304127725,0.3352208498986876
S10,-0.028861378614345724,-0.12154780683637885,0.11222008724975348,0.1114695114550782,0.21240878859544604,0.1568839691077134,0.23521876807019246,0.11579407759513079,0.2483573186756438,0.16864047043891495,0.3674370583517982,0.1717463128504974,0.1846699968022003,0.18542014855831043,0.1323783936418728,-0.013521609588014481,-0.06814727874664797,-0.06172133998483677,-7.414700061928667e-18,0.13194267685355957,0.3461953095051682,0.20547629757861424,0.07793103189106844,0.09228024628266722,0.22136353557447686,0.28601191741151,0.15406577730392867,0.1807050988953011,0.3143890587702481,0.2242872552285669,0.14940697888183477,0.2068448938856898,0.2224891021156409,0.3375861966564891,0.09778024140774094,0.27174648819470293,0.23602236151031528,0.09737074937110166,0.29059492084451627,1.0,0.23151940842193608,0.42802388032549005,0.368278616094999,0.2949831384561952,0.18900317568397884,0.22981071416469576,0.2536302393498209,0.08983749300987467,0.2833192709729069,0.22482042600909982,0.1996762482422238,0.32509118968327916,0.4447598492631407,0.27076189628440805,0.2890880782884091,0.4023331070709097,0.045119052527573644,0.17634299193341604,0.1757977727262328,0.44140789727462393
S11,0.1396658233893178,-0.13647780198912043,0.1797606907380557,-0.04358690743196446,0.3578696989682933,-0.02007049442264949,0.22140921459894813,0.029040693581997415,0.1258394286873533,0.06900684064213476,0.1608198883483766,0.06169298085015367,0.1393833424178215,-0.14965995342642915,0.17716544281969404,0.18079464658108194,-0.1934963635451732,-0.13254714960341957,0.13208257399208378,0.18507369530982196,-0.04033827953976855,0.42718591067976963,0.06908940293142354,0.07542175527466852,0.2654470069947011,0.37027992249994407,0.15467848487172492,0.08215060359730515,0.3206295389147463,0.33533555699339196,0.09901039663749905,0.14060897654023224,0.07318320388170335,0.03529779196954626,0.15081461290643033,0.19493322050761297,0.3134433965386191,0.09447983557854621,0.44671614626407025,0.23151940842193608,1.0,0.24044504446976867,0.27401948154739,0.2870884817967567,0.16303403527289442,0.20781553507009973,0.1908030860598953,0.056070889450341714,0.17692604638158158,0.19810112015089507,0.4337648840150036,0.32400985911442853,0.26315768811315193,0.25419499840406,0.07499710198089928,0.22432633398271012,0.1802575857248436,0.20206609990278923,0.34841362697036926,0.2720099360500601
S12,0.10185775928769882,0.07111021491898711,0.27197331645597334,0.13466284967634273,0.23002679029322967,0.15671872652575333,0.2520540796138828,0.13791082333116883,0.20285418644610642,0.2910765005908441,0.3122931629105246,0.23829352351483038,0.16941390588340025,0.2149623848736827,-0.07255461035570163,0.1093073332394318,-0.02897523316913743,-0.1733133912576154,-0.005939742666086755,0.20082375799592336,0.04286608821196887,0.14369655896164563,-0.03310065198976993,0.2641857928844632,0.24124200900178752,0.3167146828114013,0.22152989012284616,0.09652341781316807,0.20308794124223079,0.15387226397732223,0.2901046896165919,0.3515983089866451,0.26474893606553973,0.31758310469426554,0.25657998726777603,0.22604228751512112,0.26473324556275285,0.2852195963573421,0.3631045997207995,0.42802388032549005,0.24044504446976867,1.0,0.22936855676573148,0.3153155236460635,0.257329650008123,0.13822782226258723,0.2563746060313115,-0.007862585645683087,0.09839118919542197,0.3020964632041476,0.03568742392314033,0.43920217142085394,0.3153155236460636,0.15280060399564985,0.3219177411550607,0.21806188960219944,0.15295876763112293,0.1541093978441099,0.09440314569155257,0.2744982688088737
S13,-0.10187595564100826,0.12023844435423012,0.02436969172170587,0.3070756529458279,0.22291784560247618,0.29327271642756036,0.21884374916798865,0.0944504343296498,0.014458730562590812,0.14157488125119588,0.24359740609662361,0.4146664207434321,0.32089592557218377,0.19767165434324507,0.16140238596495268,0.04600208519651742,-0.10491412748280508,-0.21925687353501444,0.12329976628475779,0.10704841706469762,0.08204187848050544,0.21756092224404355,-0.0197715256055609,0.059300406647505854,0.34295336217643557,0.14544253579339966,0.3053638694612012,-0.026104980469965795,0.20428438072322153,0.05140467930733446,0.10011364830701798,0.2394147599024189,0.3688705142368026,0.2679605394480019,0.14816255473774465,0.25779208362858647,0.26858311453894673,-0.03417780785633833,0.4198841470336125,0.368278616094999,0.27401948154739,0.22936855676573148,1.0,0.42533571513248913,0.40196130101358246,0.18976550615954343,0.23956241584854443,0.45987529934253524,0.33755836333255335,0.14607600740825744,0.26512768927563096,0.1644121073062194,0.35886751480116985,0.23797147559281412,0.529852297105383,0.24025168622355497,0.31760705823890967,0.30650071554576785,0.3188763096794665,0.2782242384738302
S14,-0.08470692196863677,0.16823875650431203,0.07132273384457226,0.2676162079173165,0.014583795414032747,0.28755865124903557,0.2034256225731217,-0.007278655556984747,-0.09033357984389455,0.22294020992924332,0.43595301678913595,0.3206688902798081,0.1730280586929487,0.2855946475000752,0.2738571316776084,0.05075386868200152,-0.10930702468567047,-0.23318878215194483,0.19240847597780025,0.012449340587264842,0.14697644242876473,0.347511300207439,0.26059344363051434,0.18164904201448467,0.4246261125169582,0.21000629721530537,0.33205972803094924,0.11385197711672282,0.2699696679120744,0.23014446713303233,0.4488344070705551,0.22223657525287646,0.23658134807418327,0.43883514125678824,0.28556558793920617,0.2742296281957243,0.3836445644919242,0.24681796734927422,0.5244144490415517,0.2949831384561952,0.2870884817967567,0.3153155236460635,0.42533571513248913,1.0,0.41000820193196447,0.2167202180972507,0.32616100923412134,0.27445016084669493,0.22546741859571434,0.21086754656743364,0.2585633775118971,0.3496319279047565,0.382943143812709,0.5301361653232589,0.39866159600739604,0.1736535621475673,0.40053975984568985,0.5550282649362374,0.45162715729854436,0.3629104964631898
S15,0.0552919349893322,0.23634106773903607,0.14460761347317708,0.34267534427311225,0.23429631167522666,0.1909323114037135,0.21402952702282232,0.040455318444676466,-0.03832229165997713,0.24477050461998226,0.13766074556596467,0.33178078154443746,0.03902924336283217,0.2613096523423307,0.24986505531748376,0.08056246588257007,-0.09464515096493209,0.04848245330024819,0.045851802074939926,-0.027463110848845666,0.00839468481973027,0.28787711011728057,0.27407190601906445,0.17326632775241607,0.40387935689758686,0.060301565000143775,0.21528094944422996,0.08851260521085752,0.32608848412447955,0.29805329090679433,0.39225960222705286,0.4001301390379165,0.3167209521375769,0.17402952155438337,0.10314478889716644,0.31108886167552824,0.3934592944932425,0.1147859613692608,0.3616866955994107,0.18900317568397884,0.16303403527289442,0.257329650008123,0.40196130101358246,0.41000820193196447,1.0,0.15362030533089402,0.4361691537856248,0.3467244644909189,0.2999102387004182,0.08681825064620738,0.2166744852435996,0.10148679894833228,0.3089662362798501,0.2862783221584754,0.46679741164401634,0.2388623767580568,0.44594426041666957,0.2735399654998392,0.18699749599431859,0.1707761837225379
V01,-0.055167609880040956,-0.0021130384370124863,-0.047585618258444345,0.08834605900861264,0.22915717910717892,-0.05521757688808721,0.4518972860228749,0.0666174619359397,0.11722464746965741,-0.06529516848027539,0.00574887487474422,0.07735709641590709,-0.04265325636051876,0.20750424207199683,0.13102028586180092,0.10410378966368017,-0.1071869680468839,-0.10269686006141636,0.11211616352657981,0.123023640829975,0.052755236407351365,0.1788394989645452,0.08837298559955198,-0.005415397499617288,0.24703685505197856,0.16568402299339186,0.0686670157808901,-0.17221249774726935,0.07830275590968411,0.24190343197895298,0.20340357979990042,-0.0864645152747237,0.2728523040724729,0.02485412130965878,0.16068682539462548,0.3067559119021789,0.4031283450864792,0.05837119358374296,0.24507289318615044,0.22981071416469576,0.20781553507009973,0.13822782226258723,0.18976550615954343,0.2167202180972507,0.15362030533089402,1.0,0.47084318153510085,0.2196889391908962,0.3570252950525945,0.12837859080162523,0.13827464781834714,0.13947433549703261,0.2464973918409583,0.12380818123514,0.13940418218819942,0.38015642870311556,0.11445789527876536,0.43703285541276327,0.3619247216025571,0.25708615433511633
V02,-0.03617131975473453,0.27901642591195874,0.305623036868904,0.15706883391673415,0.12172581564355987,0.28687978056649655,0.24818081535559489,0.01853543291113431,0.03372633461848087,0.2651315290310405,0.22392150919537823,0.3429118477117168,0.1392072689757188,0.4495008816269217,0.13150892527095026,0.035286001659795695,-0.0005140877920747804,-0.13433399613932323,0.1150497546566598,0.09487722496187158,0.08018073921843094,0.22445817709393096,0.30098490968106634,-0.12789144737518493,0.41846363273666337,0.2944882965590932,0.30737798568872376,-0.08943199353484113,0.41721957296554657,0.40323963975331445,0.19612830259027422,0.17205288940270538,0.08232824322280494,0.21584557171695035,0.13442518421154456,0.4014367216456966,0.4773074850624721,0.08178704291329775,0.34414905655916417,0.2536302393498209,0.1908030860598953,0.2563746060313115,0.23956241584854443,0.32616100923412134,0.4361691537856248,0.47084318153510085,1.0,0.24404835446859643,0.4068024865957444,0.197365130620631,0.13390459378016323,0.32878943333951627,0.3764348050345082,0.3675661174720817,0.38999096201785316,0.31760645115336306,0.3834419599494642,0.4151427970518995,0.34837993055570093,0.157795476347587
V03,-0.027435555296352505,0.12844862726560316,-0.04582581852688885,0.25028667829759776,-0.006563191011618939,0.2531125169266736,-0.053341008870349274,0.013218981018066359,0.06463638876571069,0.07951824301933133,0.21399870892747067,0.15316195505583544,0.08828043696434694,0.07333737071065238,0.08042713520500443,0.08462982969032538,-0.07407589587353794,-0.04354639797401293,0.003146644667661398,0.006805987227891101,0.006462523313859215,0.04907278468844975,0.3312386285961986,0.02712546203514745,0.17484608540300503,0.13808311917830743,0.33572358676223657,-0.004336062780344613,0.2286634711872069,0.2544569805332936,0.16386396054905997,0.19766807304112405,0.3607375889588605,0.23492386895936987,0.08292112696872468,0.18978652092578968,0.23518161280882766,0.08508063563603122,0.4296047844155081,0.08983749300987467,0.056070889450341714,-0.007862585645683087,0.45987529934253524,0.27445016084669493,0.3467244644909189,0.2196889391908962,0.24404835446859643,1.0,0.4248190260986087,0.19295175408855328,0.2413788845817121,0.18795805007455663,0.23710045263228324,0.2751923672623741,0.49160085554347244,0.11458528222016343,0.4284634866763383,0.25837897240228896,0.3208878299871841,0.30692400546432536
V04,-0.005514495117431075,0.030135093789623958,0.18760718338462246,-0.06337875620123816,0.03961450453332499,0.12328135354886932,0.24019601797454299,0.02469366406388897,0.010725203167239766,0.125850986140815,0.24813829526353384,0.228688364374692,0.11509661659131265,0.10931788486084341,0.16277165644976366,-0.0023088267273719885,0.05468677412769918,-0.06559103635390531,-0.05826136142959419,0.01729234448881876,0.0024177051793559815,0.022148743768045646,0.1959664970426014,-0.07249634705971017,0.148195235448552,0.1872228912058506,0.10473019744234778,0.034063097256784816,0.11039038283776414,0.14796501493209674,0.08466110804995026,0.22061365368623823,0.11514916583728615,0.17001029402232504,0.22665455690481845,0.2786448753924378,0.39479880246501164,0.013215727024035645,0.3864133653247542,0.2833192709729069,0.17692604638158158,0.09839118919542197,0.33755836333255335,0.22546741859571434,0.2999102387004182,0.3570252950525945,0.4068024865957444,0.4248190260986087,1.0,0.300594098564299,0.4041289930912515,0.22552845301294233,0.3182282330737305,0.32075471698113206,0.3834221936929997,0.24152184305372124,0.30997930756137243,0.39175480948215025,0.2906886625920343,0.34091838736956737
